,id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude_x,longitude_x,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,instant_bookable,calculated_host_listings_count,historic site,museum,metro,music venue,perfomring arts venue,college and university,food,nightlife spot,outdoors and recreation,government building,clothing store,popular,days_being_host,days_since_first_review,days_since_last_review,name_word_count,name_neutral_sentiment,name_negative_sentiment,name_positive_sentiment,name_compound_sentiment,description_word_count,description_neutral_sentiment,description_negative_sentiment,description_positive_sentiment,description_compound_sentiment,neighborhood_overview_word_count,neighborhood_overview_neutral_sentiment,neighborhood_overview_negative_sentiment,neighborhood_overview_positive_sentiment,neighborhood_overview_compound_sentiment,host_about_word_count,host_about_neutral_sentiment,host_about_negative_sentiment,host_about_positive_sentiment,host_about_compound_sentiment,wifi,smoke alarm,essentials,heating,air conditioning,hangers,iron,kitchen,long term stays allowed,hair dryer,carbon monoxide alarm,hot water,shampoo,dedicated workspace,dishes and silverware,microwave,washer,dryer,fire extinguisher,refrigerator,coffee maker,cooking basics,private entrance,bed linens,stove,oven,free street parking,dishwasher,first aid kit,extra pillows and blankets,tv,patio or balcony
1472,24941379,2430045,within a few hours,0.88,0.95,0,1,1,"Shaw, Logan Circle",38.91206,-77.02518,Entire home/apt,6,2.0,2.0,3.0,"['Cooking basics', 'Babysitter recommendations', 'Single level home', 'Dedicated workspace', 'Lockbox', 'Long term stays allowed', 'Patio or balcony', 'Luggage dropoff allowed', 'Extra pillows and blankets', 'Pack \\u2019n Play/travel crib', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Bathtub', 'Iron', 'Children\\u2019s books and toys', 'Private entrance', 'Shower gel', 'Paid parking off premises', 'Heating', 'Fire extinguisher', 'Freezer', 'Air conditioning', 'Conditioner', 'Hot water', 'Stove', 'Hangers', 'Room-darkening shades', 'Washer', 'Body soap', 'Bed linens', 'TV', 'Oven', 'Children\\u2019s dinnerware', 'Kitchen', 'Carbon monoxide alarm', 'High chair', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Baby bath', 'Backyard', 'Dryer']",241.0,3,1125,3.0,1125.0,24,54,70,154,1,2,31,28,5,24,38,46,50,50,44,47,48,0,3338,1109,43,9,0.638,0.0,0.362,0.5267,174,0.822,0.016,0.163,0.9799,61,0.788,0.058,0.155,0.8126,13,1.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1473,24942094,19979392,within an hour,1.0,0.94,0,1,1,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90536,-76.93366,Private room,1,1.5,1.0,1.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Long term stays allowed', 'Patio or balcony', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Smart lock', 'Security cameras on property', 'Iron', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'BBQ grill', 'TV', 'Bed linens', 'Oven', 'Private fenced garden or backyard', 'Paid parking on premises', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Washer', 'Dryer']",68.0,13,1125,13.0,1125.0,0,18,48,323,1,6,1,0,1,0,0,1,13,2,12,1,0,0,2524,940,36,9,0.707,0.293,0.0,-0.4404,172,0.904,0.01,0.086,0.9147,38,0.923,0.0,0.077,0.4404,3,0.192,0.0,0.808,0.6369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1474,24942889,19979392,within an hour,1.0,0.94,0,1,1,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90736,-76.93342,Private room,1,1.5,1.0,1.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Long term stays allowed', 'Patio or balcony', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Smart lock', 'Security cameras on property', 'Iron', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'BBQ grill', 'Gym', 'TV', 'Bed linens', 'Oven', 'Paid parking on premises', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Washer', 'Backyard', 'Dryer']",67.0,13,1125,13.0,1125.0,6,36,66,341,1,6,1,0,1,0,0,1,13,2,12,1,0,0,2524,1151,16,9,0.545,0.264,0.191,-0.2023,166,0.915,0.01,0.075,0.885,38,0.923,0.0,0.077,0.4404,3,0.192,0.0,0.808,0.6369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1475,24943100,19979392,within an hour,1.0,0.94,0,1,1,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.9068,-76.93496,Private room,1,1.5,1.0,1.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Long term stays allowed', 'Patio or balcony', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Smart lock', 'Security cameras on property', 'Iron', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'BBQ grill', 'Gym', 'TV', 'Bed linens', 'Oven', 'Paid parking on premises', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Washer', 'Backyard', 'Dryer']",70.0,13,1125,13.0,1125.0,7,37,67,342,1,6,1,0,1,0,0,1,13,2,12,1,0,0,2524,813,437,9,0.707,0.293,0.0,-0.4404,166,0.915,0.01,0.075,0.885,38,0.923,0.0,0.077,0.4404,3,0.192,0.0,0.808,0.6369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1476,24945114,127871545,within a day,1.0,1.0,0,1,1,"Brightwood Park, Crestwood, Petworth",38.939,-77.01885,Private room,2,1.0,1.0,1.0,"['Cooking basics', 'First aid kit', 'Keypad', 'Long term stays allowed', 'Patio or balcony', 'Luggage dropoff allowed', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Iron', 'Heating', 'Fire extinguisher', 'Indoor fireplace', 'Air conditioning', 'Hot water', 'Stove', 'Lock on bedroom door', 'Baking sheet', 'TV', 'Oven', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Barbecue utensils', 'Microwave', 'Free street parking', 'Wifi', 'Washer', 'Backyard', 'Dryer']",150.0,1,1125,1.0,1125.0,29,59,89,364,0,1,1,1,1,3,5,8,48,15,47,10,10,0,1536,1142,273,6,1.0,0.0,0.0,0.0,176,0.775,0.035,0.19,0.9819,24,0.863,0.0,0.137,0.5413,6,0.488,0.0,0.512,0.6369,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1
1477,24970653,154321428,within an hour,1.0,0.71,0,1,1,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92696,-77.00813,Entire home/apt,4,2.0,2.0,2.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Long term stays allowed', 'Patio or balcony', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Smart lock', 'Security cameras on property', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Hangers', 'BBQ grill', 'Body soap', 'Oven', 'TV with standard cable', 'Kitchen', 'Carbon monoxide alarm', 'Sound system', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Washer', 'Free parking on premises', 'Dryer']",300.0,2,1125,2.0,1125.0,0,0,0,0,0,1,2,2,0,7,12,50,50,45,44,31,13,0,1368,1113,91,6,1.0,0.0,0.0,0.0,80,0.899,0.0,0.101,0.8481,165,0.869,0.016,0.115,0.9604,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1
1478,24970939,124782850,within a few hours,1.0,0.88,1,1,1,"Congress Heights, Bellevue, Washington Highlands",38.82766,-77.00925,Private room,1,1.0,1.0,1.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Luggage dropoff allowed', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Breakfast', 'Hot water', 'Stove', 'Hangers', 'Lock on bedroom door', 'TV', 'Oven', 'Kitchen', 'Carbon monoxide alarm', 'High chair', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Washer', 'Free parking on premises', 'Dryer']",48.0,7,1125,7.0,1125.0,0,0,0,181,0,11,1,0,0,1,1,8,18,1,17,9,2,0,1556,750,26,10,1.0,0.0,0.0,0.0,197,0.907,0.013,0.079,0.9048,92,0.911,0.03,0.059,0.4404,75,0.958,0.0,0.042,0.4588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
1479,24987048,15474642,within a few hours,1.0,0.5,0,1,1,"North Cleveland Park, Forest Hills, Van Ness",38.95274,-77.06926,Private room,2,1.0,1.0,1.0,"['Cooking basics', 'Elevator', 'First aid kit', 'Lockbox', 'Dedicated workspace', 'Long term stays allowed', 'Smoke alarm', 'Cable TV', 'Shampoo', 'Refrigerator', 'Iron', 'Heating', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'Lock on bedroom door', 'Gym', 'Oven', 'TV with standard cable', 'Kitchen', 'Host greets you', 'Essentials', 'Dishwasher', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Washer', 'Pool', 'Free parking on premises', 'Dryer']",35.0,10,1125,10.0,1125.0,13,19,19,222,0,2,5,4,1,2,8,48,45,5,44,35,1,0,2616,938,31,5,0.58,0.0,0.42,0.4404,109,0.849,0.0,0.151,0.9371,11,0.585,0.0,0.415,0.7501,29,0.746,0.0,0.254,0.8176,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0
1480,25005038,65327782,within an hour,1.0,0.81,0,1,1,"Union Station, Stanton Park, Kingman Park",38.8923,-76.97563,Private room,2,1.0,1.0,1.0,"['Lockbox', 'Dedicated workspace', 'Long term stays allowed', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Iron', 'Private entrance', 'Heating', 'Air conditioning', 'Hot water', 'Stove', 'Washer', 'Oven', 'Kitchen', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Cooking basics', 'Dryer']",37.0,45,180,44.9,180.0,1,1,1,244,0,1,4,5,3,4,20,47,50,48,46,50,34,0,1927,963,126,7,0.446,0.0,0.554,0.7351,141,0.796,0.0,0.204,0.9819,73,0.702,0.0,0.298,0.9819,95,0.803,0.0,0.197,0.959,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
1481,25032515,1676300,within an hour,0.85,1.0,1,1,1,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92448,-77.02731,Entire home/apt,3,1.0,1.0,2.0,"['Bathtub', 'Carbon monoxide alarm', 'Bedroom comforts', 'Iron', 'Free street parking', 'Coffee maker', 'Heating', 'Air conditioning', 'Hair dryer', 'Fire extinguisher', 'Kitchenette', 'Wifi', 'Washer', 'Bathroom essentials', 'TV', 'Smoke alarm', 'Dryer']",117.0,2,1124,2.0,1125.0,10,10,10,10,1,1,7,2,3,22,23,50,50,50,46,39,29,1,3450,801,3,7,1.0,0.0,0.0,0.0,93,0.83,0.026,0.144,0.9081,73,0.797,0.037,0.166,0.8807,54,0.781,0.158,0.061,-0.6935,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1482,25037403,124782850,within a few hours,1.0,0.88,1,1,1,"Congress Heights, Bellevue, Washington Highlands",38.82766,-77.00925,Private room,1,1.0,1.0,1.0,"['First aid kit', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Patio or balcony', 'Smoke alarm', 'Shampoo', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Breakfast', 'Hot water', 'Hangers', 'Lock on bedroom door', 'Washer', 'TV', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Free street parking', 'Hair dryer', 'Wifi', 'Cooking basics', 'Free parking on premises', 'Dryer']",39.0,7,999,7.0,1125.0,0,0,0,181,1,11,1,0,0,1,1,8,18,1,17,9,2,0,1556,1135,327,9,1.0,0.0,0.0,0.0,191,0.911,0.012,0.077,0.8934,92,0.911,0.03,0.059,0.4404,75,0.958,0.0,0.042,0.4588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1
1483,25052809,167034668,within an hour,1.0,0.98,1,1,0,"Georgetown, Burleith/Hillandale",38.90411,-77.05966,Entire home/apt,4,1.5,1.0,1.0,"['Cooking basics', 'First aid kit', 'Toaster', 'Dedicated workspace', 'Clothing storage', 'Keurig coffee machine', 'Keypad', 'Long term stays allowed', 'Smoke alarm', 'Hot water kettle', 'Dining table', 'Shampoo', 'Refrigerator', 'Bathtub', 'Security cameras on property', 'Iron', 'Private entrance', 'Heating', 'Freezer', 'Air conditioning', 'Conditioner', 'Hot water', 'Cleaning products', 'Stove', 'Hangers', 'Room-darkening shades', 'Body soap', 'Baking sheet', 'Bed linens', 'TV', 'Oven', 'Kitchen', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Wine glasses', 'Wifi', 'Washer', 'Dryer']",192.0,2,1125,2.0,1125.0,19,40,49,306,0,6,9,6,0,5,11,50,50,50,48,48,50,1,1278,1093,7,6,0.556,0.0,0.444,0.6124,63,0.766,0.0,0.234,0.9423,11,0.684,0.0,0.316,0.5719,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0
1484,25054523,130259254,within an hour,1.0,0.94,1,1,1,"Brightwood Park, Crestwood, Petworth",38.94922,-77.02637,Entire home/apt,4,1.0,1.0,2.0,"['Bathtub', 'Children\\u2019s dinnerware', 'Carbon monoxide alarm', 'Bedroom comforts', 'Iron', 'Room-darkening shades', 'Free street parking', 'Coffee maker', 'Heating', 'Hair dryer', 'Fire extinguisher', 'Kitchenette', 'Wifi', 'Air conditioning', 'Bathroom essentials', 'TV', 'Smoke alarm', 'Free parking on premises', 'Self check-in']",99.0,2,1125,2.0,1125.0,10,34,62,330,1,1,1,1,1,3,5,8,48,15,47,10,10,1,1519,811,6,8,0.732,0.0,0.268,0.296,45,0.731,0.0,0.269,0.9274,80,0.729,0.031,0.24,0.9552,52,0.754,0.0,0.246,0.9325,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1485,25071659,189535978,within an hour,0.92,0.91,0,1,1,"Capitol Hill, Lincoln Park",38.88561,-77.00135,Entire home/apt,10,3.0,5.0,6.0,"['Cooking basics', 'Dedicated workspace', 'Patio or balcony', 'Luggage dropoff allowed', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Smart lock', 'Security cameras on property', 'Iron', 'Private entrance', 'Heating', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'TV', 'Bed linens', 'Oven', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Washer', 'Backyard', 'Dryer']",695.0,2,9,1.9,1125.0,9,25,43,115,0,3,8,6,2,0,9,13,50,49,46,49,23,1,1154,1070,4,8,1.0,0.0,0.0,0.0,171,0.863,0.024,0.113,0.9468,140,0.672,0.033,0.295,0.9934,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
1486,25085673,82514934,unknown,0.96,1.0,1,1,1,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93293,-77.04321,Entire home/apt,3,1.0,1.0,3.0,"['Cooking basics', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Security cameras on property', 'Iron', 'Private entrance', 'Heating', 'Air conditioning', 'Breakfast', 'Hot water', 'Stove', 'Hangers', 'TV', 'Oven', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Washer', 'Dryer']",100.0,10,180,7.7,180.0,0,0,0,0,1,1,7,2,3,22,23,50,50,50,46,39,29,0,1829,1099,38,6,0.548,0.0,0.452,0.5106,167,0.922,0.0,0.078,0.8658,57,0.84,0.0,0.16,0.872,38,0.803,0.0,0.197,0.7964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0
1487,25101761,7989061,within an hour,1.0,1.0,1,1,1,"Capitol Hill, Lincoln Park",38.88946,-76.98216,Entire home/apt,2,1.0,1.0,1.0,"['First aid kit', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Crib', 'Hangers', 'TV', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Washer', 'Backyard', 'Free parking on premises', 'Dryer']",69.0,3,30,3.0,1125.0,6,14,27,27,1,1,8,6,2,0,9,13,50,49,46,49,23,1,2896,1051,6,4,1.0,0.0,0.0,0.0,187,0.881,0.011,0.109,0.9451,24,0.586,0.059,0.355,0.891,93,0.667,0.0,0.333,0.9898,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
1488,25126483,158352584,within a day,1.0,0.81,1,1,0,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91879,-77.00804,Entire home/apt,2,1.0,1.0,1.0,"['Single level home', 'Lockbox', 'Dedicated workspace', 'Long term stays allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'TV', 'Bed linens', 'Oven', 'Kitchen', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Cooking basics']",76.0,2,30,2.0,30.0,3,15,40,95,0,1,2,2,0,7,12,50,50,45,44,31,13,1,1338,1024,14,7,0.706,0.0,0.294,0.3612,181,0.921,0.017,0.062,0.7783,98,0.899,0.054,0.047,0.1027,32,0.595,0.0,0.405,0.9432,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1489,25137893,28825130,within an hour,1.0,0.99,1,1,1,"Dupont Circle, Connecticut Avenue/K Street",38.90802,-77.04966,Entire home/apt,4,1.0,1.0,2.0,"['Cooking basics', 'First aid kit', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Patio or balcony', 'Smoke alarm', 'Shampoo', 'Refrigerator', 'Security cameras on property', 'Iron', 'Shower gel', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Conditioner', 'Hot water', 'Cleaning products', 'Stove', 'Body soap', 'Shared outdoor olympic-sized pool', 'Bed linens', 'TV', 'Oven', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Washer', 'Dryer']",111.0,4,60,4.0,1125.0,11,26,56,146,0,6,36,28,2,15,46,44,50,50,45,48,47,1,2320,1035,14,5,0.441,0.0,0.559,0.5859,158,0.77,0.033,0.197,0.9816,40,1.0,0.0,0.0,0.0,80,0.838,0.0,0.162,0.886,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
1490,25185724,5243080,within an hour,1.0,0.99,0,1,1,"Shaw, Logan Circle",38.90645,-77.01696,Entire home/apt,16,6.5,8.0,9.0,"['Window guards', 'Cooking basics', 'Babysitter recommendations', 'First aid kit', 'Dedicated workspace', 'Toaster', 'Keypad', 'Long term stays allowed', 'Patio or balcony', 'Extra pillows and blankets', 'Smoke alarm', 'Hot water kettle', 'Dining table', 'Shampoo', 'Refrigerator', 'Bathtub', 'Iron', 'Children\\u2019s books and toys', 'Private entrance', 'Shower gel', 'Drying rack for clothing', 'Heating', 'Fire extinguisher', 'Changing table', 'Freezer', 'Laundromat nearby', 'Indoor fireplace', 'Air conditioning', 'Conditioner', 'Mini fridge', 'Cleaning products', 'Hot water', 'Board games', 'Stove', 'Baby bath', 'Outdoor dining area', 'Hangers', 'Room-darkening shades', 'BBQ grill', 'Body soap', 'Free street parking', 'Baking sheet', 'Bed linens', 'Fireplace guards', 'Oven', 'Clothing storage: closet', 'dresser', 'and walk-in closet', 'Kitchen', 'Carbon monoxide alarm', 'Outdoor furniture', 'Essentials', 'Ceiling fan', 'Hair dryer', 'Coffee maker', 'Dishwasher', 'Microwave', 'Ethernet connection', 'Wifi', 'Wine glasses', 'Washer', 'Dishes and silverware', 'Barbecue utensils', '60\\ HDTV with premium cable', 'Amazon Prime Video', 'Netflix', 'Free parking on premises', 'Paid parking garage off premises', 'Dryer']",1200.0,2,365,2.0,1125.0,16,43,61,327,0,4,31,28,5,24,38,46,50,50,44,47,48,0,3057,794,22,5,1.0,0.0,0.0,0.0,159,0.836,0.025,0.138,0.9595,116,0.769,0.053,0.177,0.9413,26,0.754,0.0,0.246,0.8176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1491,25212021,124782850,within a few hours,1.0,0.88,1,1,1,"Congress Heights, Bellevue, Washington Highlands",38.82698,-77.00935,Private room,1,1.0,1.0,1.0,"['First aid kit', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Smoke alarm', 'Shampoo', 'Iron', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Breakfast', 'Hot water', 'Hangers', 'Lock on bedroom door', 'Washer', 'TV', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Hair dryer', 'Wifi', 'Cooking basics', 'Free parking on premises', 'Dryer']",39.0,7,999,7.0,1125.0,0,0,0,181,0,11,1,0,0,1,1,8,18,1,17,9,2,0,1556,1032,43,10,1.0,0.0,0.0,0.0,192,0.926,0.012,0.062,0.8402,100,0.916,0.028,0.056,0.4404,75,0.958,0.0,0.042,0.4588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1492,25222775,38383086,within an hour,1.0,1.0,1,1,1,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92897,-77.0249,Entire home/apt,2,1.0,1.0,1.0,"['Cooking basics', 'Long term stays allowed', 'Patio or balcony', 'Extra pillows and blankets', 'Hot water kettle', 'Smoke alarm', 'Dining table', 'Shampoo', 'Refrigerator', 'Smart lock', 'Security cameras on property', '40\\ HDTV with Amazon Prime Video', 'Chromecast', 'HBO Max', 'Netflix', 'Heating', 'Fire extinguisher', 'Dedicated workspace: desk and office chair', 'Air conditioning', 'Hot water', 'Cleaning products', 'Stove', 'Hangers', 'Baking sheet', 'Bed linens', 'Pour-over coffee', 'Kitchen', 'Carbon monoxide alarm', 'Outdoor furniture', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishwasher', 'Dishes and silverware', 'Microwave', 'Free street parking', 'Wifi', 'Washer', 'Backyard', 'Dryer']",150.0,5,90,5.0,90.0,6,32,62,152,0,1,7,2,3,22,23,50,50,50,46,39,29,0,2190,826,8,7,0.51,0.0,0.49,0.5859,172,0.873,0.008,0.119,0.9464,65,0.897,0.028,0.075,0.4939,56,0.945,0.0,0.055,0.3818,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1
1493,25232558,120322,within a few hours,1.0,0.84,0,1,1,"Brightwood Park, Crestwood, Petworth",38.9516,-77.01946,Entire home/apt,3,1.0,1.0,2.0,"['Cooking basics', 'Dedicated workspace', 'Keypad', 'Long term stays allowed', 'Extra pillows and blankets', 'Smoke alarm', 'Refrigerator', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Air conditioning', 'Hot water', 'Stove', 'Hangers', 'TV', 'Bed linens', 'Kitchen', 'Essentials', 'Coffee maker', 'Hair dryer', 'Dishes and silverware', 'Free street parking', 'Microwave', 'Wifi', 'Washer', 'Backyard', 'Free parking on premises', 'Dryer']",60.0,3,1125,3.0,1125.0,0,0,0,0,0,1,1,1,1,3,5,8,48,15,47,10,10,0,4083,1021,62,6,0.581,0.0,0.419,0.5574,148,0.852,0.048,0.1,0.8367,61,0.864,0.0,0.136,0.8402,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1494,25233215,27227887,within a day,0.6,1.0,0,1,1,"Dupont Circle, Connecticut Avenue/K Street",38.90693,-77.04582,Entire home/apt,4,1.0,1.0,1.0,"['Lockbox', 'Dedicated workspace', 'Long term stays allowed', 'Smoke alarm', 'Shampoo', 'Iron', 'Private entrance', 'Heating', 'Fire extinguisher', 'Indoor fireplace', 'Air conditioning', 'Hot water', 'Hangers', 'TV', 'Bed linens', 'Kitchen', 'Carbon monoxide alarm', 'Essentials', 'Hair dryer', 'Wifi', 'Washer', 'Dryer']",145.0,20,1125,16.3,1125.0,2,2,2,84,1,2,36,28,2,15,46,44,50,50,45,48,47,0,2349,806,223,6,0.571,0.0,0.429,0.4588,35,0.691,0.067,0.242,0.8225,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
